A_PRGID,A_USERID,A_SYSDT,U_PRGID,U_USERID,U_SYSDT,LIST_NO,DEPTID_M,EMPLID,RATION,PROD_TYPE
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE3,22622,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE3,22593,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE3,22499,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE3,21953,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE3,21838,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE3,21730,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE3,20765,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE3,20190,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,23961,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,23906,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,23835,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,23821,27.8,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,23757,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,23746,27.8,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,23724,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,23689,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,23263,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22737,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22736,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22592,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22559,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22520,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22512,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22411,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22278,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22274,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22273,22.2,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,22163,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,21957,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,21731,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,21581,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,21523,22.2,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,21466,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,20885,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE2,20442,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,23905,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,23301,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,23254,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,23166,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,23066,30.8,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,22978,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,22802,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,22603,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,22511,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,22315,30.8,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,22254,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,22157,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,22049,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,22039,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,21831,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,21648,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,21647,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,21575,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,21408,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,21327,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,21291,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,21208,38.4,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,20938,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,20873,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,20777,0.0,03
OBZ021,23770,2026-05-28 09:48:17.903,OBZ021,23770,2026-05-28 09:48:17.903,OB202606010,XVE1,20742,0.0,03
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,23965,7.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,23960,7.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22350,7.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22304,7.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22291,8.0,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22290,8.0,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22287,8.0,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22286,9.8,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22282,8.0,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22272,7.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22162,7.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,22159,8.9,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,21557,6.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE4,20501,0.4,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,23841,9.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,23747,7.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,23701,7.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,23165,9.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,22622,7.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,22593,9.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,22499,9.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,21953,9.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,21838,8.2,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,21730,8.2,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,20765,9.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE3,20190,7.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,23961,3.1,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,23906,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,23835,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,23821,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,23757,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,23746,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,23724,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,23689,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,23263,4.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22737,4.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22736,4.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22592,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22559,4.7,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22520,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22512,3.9,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22411,3.9,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22278,3.2,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22274,3.2,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22273,3.2,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,22163,2.8,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,21957,3.9,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,21731,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,21581,5.7,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,21523,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,21466,3.9,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,20885,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE2,20442,3.6,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,23905,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,23301,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,23254,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,23166,4.2,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,23066,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,22978,3.5,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,22802,3.8,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,22603,3.8,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,22511,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,22315,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,22254,4.6,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,22157,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,22049,3.8,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,22039,4.2,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,21831,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,21648,3.8,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,21647,5.7,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,21575,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,21408,4.6,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,21327,4.2,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,21291,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,21208,3.3,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,20938,3.8,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,20873,5.7,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,20777,3.8,02
OBZ021,23770,2026-05-28 09:41:51.470,OBZ021,23770,2026-05-28 09:41:51.470,OB202606008,XVE1,20742,4.2,02
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,23965,7.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,23960,7.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22350,7.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22304,7.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22291,8.0,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22290,8.0,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22287,8.0,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22286,9.8,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22282,8.0,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22272,7.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22162,7.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,22159,8.9,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,21557,6.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE4,20501,0.4,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,23841,9.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,23747,7.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,23701,7.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,23165,9.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,22622,7.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,22593,9.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,22499,9.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,21953,9.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,21838,8.2,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,21730,8.2,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,20765,9.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE3,20190,7.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,23961,3.1,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,23906,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,23835,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,23821,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,23757,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,23746,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,23724,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,23689,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,23263,4.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22737,4.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22736,4.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22592,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22559,4.7,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22520,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22512,3.9,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22411,3.9,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22278,3.2,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22274,3.2,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22273,3.2,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,22163,2.8,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,21957,3.9,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,21731,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,21581,5.7,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,21523,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,21466,3.9,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,20885,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE2,20442,3.6,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,23905,3.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,23301,3.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,23254,3.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,23166,4.2,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,23066,3.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,22978,3.5,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,22802,3.8,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,22603,3.8,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,22511,3.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,22315,3.3,01
OBZ021,23770,2026-05-28 09:40:07.517,OBZ021,23770,2026-05-28 09:40:07.517,OB202606001,XVE1,22254,4.6,01
